ОП;ИД ОП;Название индикатора;ИД индикатора;Название компетенции;ИД компетенции;Название группы компетенций;Тип компетенции;Профессиональный стандарт;Сфера;ИД РПД;ИД РПД;ИД РПД
;2445;ПК-С1.1.2 Оценивает системные характеристики приборов, выполняет их анализ и синтез элементов на системотехническом уровне;;ПК-С2.1 Способен проводить научно-исследовательскую  работу  в  области создания и эксплуатации оптико-электронных приборов и систем, а также в области разработки их программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;ПК-С1.1.3  Разрабатывает методики испытаний и программное обеспечение оптико-электронных приборов и систем специального назначения;;ПК-С2.1 Способен проводить научно-исследовательскую  работу  в  области создания и эксплуатации оптико-электронных приборов и систем, а также в области разработки их программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;ПК-С1.1.4 Проводит экспериментальные исследования для создания новых оптико-электронных измерительных приборов и  систем;;ПК-С2.1 Способен проводить научно-исследовательскую  работу  в  области создания и эксплуатации оптико-электронных приборов и систем, а также в области разработки их программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;"ПК-2.2.1 Применяет методы аналитического и экспериментального исследования параметров и характеристик оптических и оптико-электронных систем;";;"ПК-С2.2 Способен выполнять расчетные и экспериментальные работы, направленные на решение научно-исследовательских и технических задач; выбирать  необходимые  устройства  для  контроля метрологических характеристик оптико-электронных приборов";;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;ПК-2.2.2 Решает научно-технические задачи, учитывая современные тенденции развития аппаратно-программных средств в оптико-электронном приборостроении;;"ПК-С2.2 Способен выполнять расчетные и экспериментальные работы, направленные на решение научно-исследовательских и технических задач; выбирать  необходимые  устройства  для  контроля метрологических характеристик оптико-электронных приборов";;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;ПК-2.2.3 Планирует и разрабатывает программы экспериментального исследования и тестирования оптико-электронных измерительных приборов и систем;;"ПК-С2.2 Способен выполнять расчетные и экспериментальные работы, направленные на решение научно-исследовательских и технических задач; выбирать  необходимые  устройства  для  контроля метрологических характеристик оптико-электронных приборов";;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов;;;;
;2445;ПК-С2.3.1 Применяет методики проведения оптических, фотометрические и электрических измерений с выбором технических средств контроля;;ПК-С2.3 Способен осуществлять получение, хранение, обработку и комплексный анализ информации, полученной от различных видов электронных и оптико-электронных систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов ;;;;
;2445;ПК-С2.3.2 Работает с контрольно-измерительной аппаратурой для исследования параметров и характеристик функциональных узлов и блоков электронных и оптико-электронных систем специального назначения;;ПК-С2.3 Способен осуществлять получение, хранение, обработку и комплексный анализ информации, полученной от различных видов электронных и оптико-электронных систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов ;;;;
;2445;ПК-С2.3.3 Выполняет статистическую обработку измерительной информации с учетом точечной и доверительной оценки параметров, законов распределений погрешностей измерений и представляет результат измерений в соответствии со стандартами;;ПК-С2.3 Способен осуществлять получение, хранение, обработку и комплексный анализ информации, полученной от различных видов электронных и оптико-электронных систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов ;;;;
;2445;ПК-С2.3.4 Анализирует факторы, влияющие на режимы функционирования исследуемых моделей;;ПК-С2.3 Способен осуществлять получение, хранение, обработку и комплексный анализ информации, полученной от различных видов электронных и оптико-электронных систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;29.004 Специалист в области проектирования и сопровождения производства оптотехники, оптических и оптико-электронных приборов и комплексов ;;;;
;2445;"ПК-С2.4.1 Пользуется правилами и методами наладки, настройки и эксплуатации оптико-электронных систем для решения различных задач;";;ПК-С2.4 Способен планировать и организовывать безопасную эксплуатацию электронных и оптико-электронных систем специального назначения, средств технического обслуживания;;Профессиональные компетенции;Профессиональные компетенции;40.011 Специалист по научно-исследовательским и опытно-конструкторским разработкам;;;;
;2445;ПК-С2.4.2 Выполняет контрольно-юстировочные операции при сборке типовых узлов и приборов;;ПК-С2.4 Способен планировать и организовывать безопасную эксплуатацию электронных и оптико-электронных систем специального назначения, средств технического обслуживания;;Профессиональные компетенции;Профессиональные компетенции;40.011 Специалист по научно-исследовательским и опытно-конструкторским разработкам;;;;
;2445;ПК-С2.4.3 Применяет типовые программные продукты, ориентированные на проектирование технологических процессов и оборудования, в том числе для обслуживания и ремонта приборов и систем;;ПК-С2.4 Способен планировать и организовывать безопасную эксплуатацию электронных и оптико-электронных систем специального назначения, средств технического обслуживания;;Профессиональные компетенции;Профессиональные компетенции;40.011 Специалист по научно-исследовательским и опытно-конструкторским разработкам;;;;
;2445;"ПК-С2.4.4 Выполняет типовые операции монтажа, наладки и юстировки;";;ПК-С2.4 Способен планировать и организовывать безопасную эксплуатацию электронных и оптико-электронных систем специального назначения, средств технического обслуживания;;Профессиональные компетенции;Профессиональные компетенции;40.011 Специалист по научно-исследовательским и опытно-конструкторским разработкам;;;;
;2445;ПК-С2.4.5 Формулирует требования к условиям эксплуатации проектируемых приборов и систем;;ПК-С2.4 Способен планировать и организовывать безопасную эксплуатацию электронных и оптико-электронных систем специального назначения, средств технического обслуживания;;Профессиональные компетенции;Профессиональные компетенции;40.011 Специалист по научно-исследовательским и опытно-конструкторским разработкам;;;;
;2445;ПК-7.1 Использует современные информационные технологии для решения профессиональных задачи сбора, анализа и обработки информации по тематике исследований основных видов оптико-электронных приборов и систем специального назначения;;ПК-7. Способен проводить самостоятельные научные исследования физических процессов и свойств объектов с выбором технических и программных средств, методов измерений, обработки и представления результатов;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-7.2 Моделирует работу оптико-электронных приборов на основе физических процессов и явлений;;ПК-7. Способен проводить самостоятельные научные исследования физических процессов и свойств объектов с выбором технических и программных средств, методов измерений, обработки и представления результатов;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-7.3 Анализирует основные характеристики сложных технических систем с использованием компьютерных и физических моделей;;ПК-7. Способен проводить самостоятельные научные исследования физических процессов и свойств объектов с выбором технических и программных средств, методов измерений, обработки и представления результатов;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-7.4 Прогнозирует поведение системы на основе анализа результатов компьютерного моделирования;;ПК-7. Способен проводить самостоятельные научные исследования физических процессов и свойств объектов с выбором технических и программных средств, методов измерений, обработки и представления результатов;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-7.5 Разрабатывает конкурентоспособные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем ;;ПК-7. Способен проводить самостоятельные научные исследования физических процессов и свойств объектов с выбором технических и программных средств, методов измерений, обработки и представления результатов;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-8.1 Использует информационные и компьютерные технологии расчета параметров оптических, и электронных элементов для их согласования с номенклатурой элементной базы  оптоэлектроники;;ПК-8. Способен рассчитывать и проектировать основные детали и узлы оптико-электронных приборов и систем, предназначенных для научных исследований, ориентации и навигации, высокоточных линейных и угловых измерений, обработки информации;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-8.2 Выполняет математическое моделирования процессов преобразования сигналов в сложных технических системах, прогнозирует поведение системы на основе анализа результатов компьютерного моделирования;;ПК-8. Способен рассчитывать и проектировать основные детали и узлы оптико-электронных приборов и систем, предназначенных для научных исследований, ориентации и навигации, высокоточных линейных и угловых измерений, обработки информации;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-8.3 Выполняет физическое моделирование (макетирование) при проектировании и экспериментальном исследовании оптико-электронных информационно-измерительных приборов и систем на базе стандартных и специально разработанных лабораторных модулей ;;ПК-8. Способен рассчитывать и проектировать основные детали и узлы оптико-электронных приборов и систем, предназначенных для научных исследований, ориентации и навигации, высокоточных линейных и угловых измерений, обработки информации;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.5.1 Решает задачи синтеза видеоинформационных систем и методами расчета их параметров и характеристик на основе анализа преобразования пространственных, динамических и спектральных параметров обрабатываемого оптического излучения;;ПК-С.1.5 Способен проводить математическое моделирование видеоинформационных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.5.2 Разрабатывает программное обеспечение для определения ключевых функциональных показателей видеоинформационных систем в рамках выполнения энергетических и точностных расчетов;;ПК-С.1.5 Способен проводить математическое моделирование видеоинформационных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.5.3 Использует функционально-стохастические и имитационные методы моделирования процессов преобразования полезного сигнала и шумов в фотоприемном устройстве и электронном тракте видеоинформационного прибора;;ПК-С.1.5 Способен проводить математическое моделирование видеоинформационных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;"ПК-С.1.6.1 Использует теорию статистических решений для определения основных характеристик видеоинформационных приборов и систем специального назначения;";;ПК-С1.6 Способен разрабатывать и реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.6.2 Применяет соответствующий физико-математический аппарат для формализации вопросов профессиональной деятельности, оптимизации параметров решающих правил в задачах обнаружения, распознавания и оценки параметров объектов наблюдения в видеоинформационных системах;;ПК-С1.6 Способен разрабатывать и реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.6.3 Выполняет цифровую обработку изображений с использованием видеоинформационных приборов и специального программного обеспечения;;ПК-С1.6 Способен разрабатывать и реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.1.6.4 Реализует физическое моделирование при исследовании свойств объектов, материалов и сред с использованием видеоинформационных систем в соответствии с поставленными научными и практическими задачами;;ПК-С1.6 Способен разрабатывать и реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.5.1 Решает задачи синтеза оптико-электронных измерительных систем и методами расчета их параметров и характеристик на основе анализа преобразования пространственных, динамических и спектральных параметров обрабатываемого оптического излучения;;ПК-С.2.5 Способен проводить математическое моделирование оптико-электронных информационно-измерительных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.5.2 Разрабатывает программное обеспечение для определения ключевых функциональных показателей систем специального назначения в рамках выполнения энергетических и точностных расчетов;;ПК-С.2.5 Способен проводить математическое моделирование оптико-электронных информационно-измерительных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.5.3 Использует функционально-стохастические и имитационные методы моделирования процессов преобразования полезного сигнала и шумов в фотоприемном устройстве и электронном тракте оптико-электронного прибора;;ПК-С.2.5 Способен проводить математическое моделирование оптико-электронных информационно-измерительных систем с использованием как стандартных пакетов автоматизированного проектирования, так и специально разработанного программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;"ПК-С.2.6.1 Использует теорию статистических решений для определения основных характеристик оптико-электронных приборов и систем специального назначения; формировать оптимальные алгоритмы обработки смеси сигнала с помехой";;ПК-С.2.6 Способен реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.6.2 Применяет соответствующий физико-математический аппарат для формализации вопросов профессиональной деятельности, оптимизации параметров решающих правил в задачах обнаружения, распознавания и оценки параметров объектов наблюдения в оптико-электронных системах специального назначения;;ПК-С.2.6 Способен реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.6.3 Выполняет обработку изображений с использованием оптико-электронных информационно-измерительных приборов и специального программного обеспечения;;ПК-С.2.6 Способен реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
;2445;ПК-С.2.6.4 Реализует физическое моделирование при исследовании технических объектов и технологий, принципы синтеза современных методов и средств оптико-электронных измерений в соответствии с поставленными научными и практическими задачами;;ПК-С.2.6 Способен реализовывать перспективные технологии получения, хранения и обработки информации с использованием электронных и оптико-электронных приборов и систем специального назначения;;Профессиональные компетенции;Профессиональные компетенции;;;;;
2019 Информатика и программирование;2309;ПК-1.1. Способен осуществлять формализацию и алгоритмизацию поставленных задач.;;ПК-1. Способен создавать, отлаживать и оформлять программный код;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-1.2. Способен создавать программный код с использованием языков программирования, определения и манипулирования данными.;;ПК-1. Способен создавать, отлаживать и оформлять программный код;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-1.3. Способен работать с системой контроля версий, оформлять в соответствии с требованиями, проверять и отлаживать программный код.;;ПК-1. Способен создавать, отлаживать и оформлять программный код;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-2.1. Способен разрабатывать тестовые наборы данных.;;ПК-2. Способен осуществлять интеграцию программных модулей и компонент и проверку работоспособности кода программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-2.2. Способен проверять работоспособность программного обеспечения;;ПК-2. Способен осуществлять интеграцию программных модулей и компонент и проверку работоспособности кода программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-2.3. Способен осуществлять интеграцию программных модулей и компонентов и верификацию выпусков программного продукта;;ПК-2. Способен осуществлять интеграцию программных модулей и компонент и проверку работоспособности кода программного обеспечения;;Профессиональные компетенции;Профессиональные компетенции;06.001 Программист;;;;
;2309;ПК-3.1. Способен определять перечень возможных механизмов авторизации, аутентификации и поддержки сеанса.;;ПК-3. Способен обеспечивать заданный уровень производительности, надежности и безопасности при создании вариантов архитектуры программного средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-3.2. Способен определять спецификации безопасности, включая те спецификации, которые относятся к методам функционирования и сопровождения, влиянию окружающей среды и ущербу для персонала, создавать спецификации по защите, включая спецификации, связанные с угрозами для чувствительной информации.;;ПК-3. Способен обеспечивать заданный уровень производительности, надежности и безопасности при создании вариантов архитектуры программного средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-3.3. Способен определять перечень возможных моделей обеспечения отказоустойчивости программных компонентов, осуществлять проектную оценку надежности компонентов программного средства.;;ПК-3. Способен обеспечивать заданный уровень производительности, надежности и безопасности при создании вариантов архитектуры программного средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-3.4. Способен определять перечень возможных технологий доступа к данным, выбирать протоколы взаимодействия компонентов, определять алгоритмы компонентов, включая методы и схемы;;ПК-3. Способен обеспечивать заданный уровень производительности, надежности и безопасности при создании вариантов архитектуры программного средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-3.5. Способен осуществлять оценку и выбор стиля написания кода, моделей управления исключениями,  управления и мониторинга критически важных событий ;;ПК-3. Способен обеспечивать заданный уровень производительности, надежности и безопасности при создании вариантов архитектуры программного средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-4.1. Способен анализировать качество кода.;;ПК-4. Способен реализовывать программные средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-4.2. Способен проводить испытания программного средства и его компонентов;;ПК-4. Способен реализовывать программные средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-4.3. Интеграция и внедрение разработанного программного обеспечения;;ПК-4. Способен реализовывать программные средства;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-5.1. Способен формировать требования к операционной системе;;ПК-5. Способен участвовать в разработке операционной системы;;Профессиональные компетенции;Профессиональные компетенции;06.028 Системный программист;;;;
;2309;ПК-6.1. Способен осуществлять кодирование на языках программирования.;;ПК-6. Способен выполнять работы по созданию и сопровождению информационных систем;;Профессиональные компетенции;Профессиональные компетенции;06.015 Специалист по информационным системам;;;;
;2309;ПК-6.2. Способен осуществлять установку и настройку системного и прикладного ПО, необходимого для функционирования ИС;;ПК-6. Способен выполнять работы по созданию и сопровождению информационных систем;;Профессиональные компетенции;Профессиональные компетенции;06.015 Специалист по информационным системам;;;;
;2309;ПК-6.3. Способен осуществлять настройку оборудования, необходимого для работы ИС;;ПК-6. Способен выполнять работы по созданию и сопровождению информационных систем;;Профессиональные компетенции;Профессиональные компетенции;06.015 Специалист по информационным системам;;;;
;2309;ПК-7.1. Способен определять перечни возможных типов, слоев и шаблонов проектирования программных компонентов;;ПК-7. Способен создавать и оценивать варианты архитектуры программного средства и осуществлять выбор среди них;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
;2309;ПК-7.2. Способен определять качественные характеристик и осуществлять выбор типа и слоев программных компонентов;;ПК-7. Способен создавать и оценивать варианты архитектуры программного средства и осуществлять выбор среди них;;Профессиональные компетенции;Профессиональные компетенции;06.003 Архитектор программного обеспечения;;;;
